paid_status,status,Age,gender,education,married_status,city,province,agerange,salary,civil,appcount,phonegrade,simstrength
Pending Payment,1,30,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,25-35,4,514,5,3,5
Paid,0,25,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,594,1,2,3
Paid,0,29,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,719,8,5,2
Pending Payment,1,30,Male,Post Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,5,591,1,3,4
Paid,0,32,Female,Graduate,Unmarried,Ahmedabad,Gujarat,25-35,5,687,2,4,3
Paid,0,23,Male,Post Graduate,Unmarried,Tirupur,TAMIL NADU,<25,4,736,3,5,3
Paid,0,28,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,749,4,2,1
Paid,0,33,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,614,3,1,3
Paid,0,35,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,6,712,1,4,1
Paid,0,30,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,4,715,2,3,1
Paid,0,27,Female,Post Graduate,Married,Bangalore South,KARNATAKA,25-35,4,761,7,2,3
Pending Payment,1,30,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,4,628,3,1,4
Paid,0,25,Male,Self Employed,Unmarried,Haveli,MAHARASHTRA,25-35,3,608,7,1,2
Paid,0,28,Male,Graduate,Married,Hatkanangle,MAHARASHTRA,25-35,5,790,6,5,1
Paid,0,24,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,<25,4,788,1,1,1
Paid,0,27,Male,Self Employed,Unmarried,Hyderabad,TELANGANA,25-35,4,781,1,2,2
Paid,0,34,Male,Self Employed,Unmarried,Huzur,MADHYA PRADESH,25-35,4,750,6,2,2
Paid,0,23,Male,Graduate,Unmarried,Cuttack,Odisha,<25,3,638,3,1,3
Paid,0,30,Male,Self Employed,Married,Warangal,Telangana,25-35,5,722,3,1,1
Paid,0,28,Female,Graduate,Married,Malad West,MAHARASHTRA,25-35,4,580,2,1,3
Pending Payment,1,30,Male,Self Employed,Unmarried,Coimbatore North,TAMIL NADU,25-35,4,610,6,1,5
Paid,0,28,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,25-35,5,665,5,4,1
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,3,662,1,1,2
Paid,0,25,Male,Post Graduate,Unmarried,Gollaprolu,ANDHRA PRADESH,25-35,4,788,7,3,2
Paid,0,28,Male,Self Employed,Unmarried,Kochi,KERALA,25-35,6,772,1,2,1
Paid,0,32,Male,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,4,660,2,1,2
Paid,0,30,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,778,8,4,2
Paid,0,36,Male,Post Graduate,Married,Nellore,ANDHRA PRADESH,>35,3,770,7,1,1
Paid,0,25,Male,Graduate,Married,Chorasi,GUJARAT,25-35,4,642,4,1,1
Paid,0,34,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,6,708,8,3,1
Paid,0,38,Male,Self Employed,Married,Jamnagar,GUJARAT,>35,5,609,7,1,3
Pending Payment,1,34,Male,Post Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,5,593,6,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Coimbatore,Tamil Nadu,25-35,4,663,4,5,3
Paid,0,29,Male,Post Graduate,Unmarried,Parbhani,MAHARASHTRA,25-35,4,779,5,3,3
Paid,0,40,Male,Graduate,Married,Mysore,KARNATAKA,>35,4,730,2,1,1
Pending Payment,1,30,Male,Graduate,Unmarried,Tiruppur,TAMIL NADU,25-35,4,639,3,1,5
Paid,0,29,Male,Post Graduate,Unmarried,Tirupati (Urban),ANDHRA PRADESH,25-35,4,738,3,5,2
Paid,0,28,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,566,6,3,2
Pending Payment,1,29,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,5,586,8,1,5
Paid,0,29,Male,Post Graduate,Married,Sriperumbudur,TAMIL NADU,25-35,4,763,7,1,3
Paid,0,34,Male,Self Employed,Married,Warangal,Telangana,25-35,5,759,4,5,1
Paid,0,37,Male,Post Graduate,Married,Warangal,Telangana,>35,4,659,2,5,1
Paid,0,34,Male,Post Graduate,Unmarried,Chembur,MAHARASHTRA,25-35,4,675,3,4,3
Paid,0,33,Female,Post Graduate,Married,Chennai,TAMIL NADU,25-35,4,793,6,4,2
Paid,0,31,Male,Graduate,Married,Haveli,MAHARASHTRA,25-35,5,800,6,4,3
Paid,0,25,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,722,2,2,3
Pending Payment,1,32,Male,Post Graduate,Unmarried,Arkalgud,KARNATAKA,25-35,4,514,8,5,5
Paid,0,37,Male,Self Employed,Married,Hyderabad,Telangana,>35,4,701,3,2,1
Paid,0,27,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,25-35,4,650,5,3,2
Paid,0,26,Male,Post Graduate,Married,Krishna,ANDHRA PRADESH,25-35,4,567,5,2,2
Paid,0,31,Male,Self Employed,Married,Jabalpur,MADHYA PRADESH,25-35,5,679,1,3,1
Paid,0,31,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,4,667,8,5,1
Paid,0,26,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,4,598,2,3,3
Paid,0,33,Male,Post Graduate,Married,Bhubaneswar,ODISHA,25-35,5,550,8,3,2
Paid,0,24,Male,10th-12th,Unmarried,Bilasipara,ASSAM,<25,4,676,6,4,1
Paid,0,26,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,25-35,4,736,6,1,2
Pending Payment,1,29,Male,Graduate,Married,Panipat,HARYANA,25-35,3,562,6,2,5
Paid,0,26,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,753,3,5,2
Paid,0,32,Male,Self Employed,Married,Huzur,MADHYA PRADESH,25-35,4,586,7,5,3
Paid,0,32,Male,Self Employed,Married,Pollachi,TAMIL NADU,25-35,4,584,1,5,1
Paid,0,36,Male,Self Employed,Married,Daskroi,GUJARAT,>35,6,779,1,4,2
Paid,0,32,Male,Self Employed,Married,Ahmadabad City,GUJARAT,25-35,5,752,5,3,2
Paid,0,31,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,5,730,4,5,3
Paid,0,34,Male,Graduate,Married,Surat City,GUJARAT,25-35,4,789,5,4,2
Pending Payment,1,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,581,3,4,4
Paid,0,30,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,25-35,5,724,6,2,2
Paid,0,26,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,652,8,3,1
Paid,0,26,Male,Self Employed,Unmarried,Nashik,MAHARASHTRA,25-35,5,726,3,2,1
Paid,0,27,Male,Graduate,Unmarried,NA,PUNJAB,25-35,4,793,2,5,3
Pending Payment,1,28,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,630,2,4,3
Paid,0,26,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,4,601,8,3,2
Paid,0,23,Male,Graduate,Unmarried,Kalyan,MAHARASHTRA,<25,4,612,6,2,3
Paid,0,31,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,5,587,7,4,3
Paid,0,27,Male,Post Graduate,Unmarried,Madurai South,TAMIL NADU,25-35,4,776,6,5,3
Paid,0,33,Male,Post Graduate,Married,Budge Budge - I,WEST BENGAL,25-35,4,726,5,4,3
Paid,0,25,Male,Post Graduate,Unmarried,Soro,ODISHA,25-35,3,624,5,1,2
Paid,0,28,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,5,638,2,3,3
Paid,0,27,Male,10th-12th,Unmarried,Nashik,MAHARASHTRA,25-35,4,684,2,1,1
Paid,0,27,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,4,588,2,5,3
Paid,0,28,Male,Self Employed,Unmarried,Seri Lingampally,TELANGANA,25-35,4,704,1,1,1
Pending Payment,1,27,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,3,616,6,1,5
Paid,0,33,Male,Self Employed,Married,Mumbai,MAHARASHTRA,25-35,4,771,5,4,1
Paid,0,37,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,>35,4,622,7,1,2
Paid,0,28,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,687,3,2,3
Paid,0,27,Male,Post Graduate,Unmarried,Salem,TAMIL NADU,25-35,4,724,6,4,3
Paid,0,38,Male,Self Employed,Unmarried,Tiruchengode,TAMIL NADU,>35,4,665,1,1,3
Paid,0,32,Male,Graduate,Married,Salem,TAMIL NADU,25-35,5,654,4,3,2
Paid,0,25,Male,Graduate,Unmarried,Jodhpur,Rajasthan,25-35,4,760,7,2,2
Paid,0,24,Male,Graduate,Unmarried,Jagadhri,HARYANA,<25,4,593,6,2,2
Paid,0,27,Male,Post Graduate,Married,Surat City,GUJARAT,25-35,4,559,8,1,3
Paid,0,28,Male,Post Graduate,Unmarried,Kakinada (Urban),ANDHRA PRADESH,25-35,4,700,8,3,2
Pending Payment,1,29,Male,Post Graduate,Married,Ghaziabad,UTTAR PRADESH,25-35,4,617,1,3,3
Paid,0,28,Male,Post Graduate,Married,Haveli,MAHARASHTRA,25-35,4,561,8,3,1
Paid,0,26,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,740,8,5,2
Paid,0,28,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,655,7,4,1
Paid,0,39,Male,Post Graduate,Married,Kolkata,WEST BENGAL,>35,4,557,1,4,3
Paid,0,40,Male,Graduate,Married,Chorasi,GUJARAT,>35,5,783,5,1,2
Paid,0,28,Female,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,568,5,1,1
Paid,0,26,Male,10th-12th,Married,Surat City,GUJARAT,25-35,6,780,5,4,3
Paid,0,36,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,>35,4,628,4,1,2
Paid,0,32,Male,Post Graduate,Unmarried,Karvir,MAHARASHTRA,25-35,6,706,4,1,1
Paid,0,36,Male,Graduate,Married,Chorasi,GUJARAT,>35,4,679,5,5,2
Paid,0,35,Male,Post Graduate,Married,Hanamkonda,TELANGANA,25-35,4,747,3,3,2
Pending Payment,1,33,Male,Self Employed,Married,Bangalore South,KARNATAKA,25-35,5,531,6,5,3
Paid,0,31,Male,Post Graduate,Unmarried,Poonamallee,TAMIL NADU,25-35,4,731,8,2,2
Paid,0,28,Male,Graduate,Married,Jaipur,RAJASTHAN,25-35,4,765,6,1,3
Paid,0,30,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,5,600,3,4,1
Paid,0,27,Male,Post Graduate,Unmarried,Coimbatore North,TAMIL NADU,25-35,4,639,5,5,2
Pending Payment,1,33,Male,Post Graduate,Married,Ambattur,TAMIL NADU,25-35,4,627,3,5,4
Pending Payment,1,32,Male,Self Employed,Married,Venkatagiri,ANDHRA PRADESH,25-35,4,573,8,1,3
Paid,0,34,Male,Post Graduate,Married,Mysore,KARNATAKA,25-35,4,681,7,1,3
Paid,0,33,Male,Post Graduate,Married,Secunderabad,TELANGANA,25-35,5,691,3,5,1
Paid,0,36,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,>35,4,664,8,2,3
Pending Payment,1,29,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,631,7,1,3
Paid,0,27,Male,Post Graduate,Unmarried,Ernakulam,KERALA,25-35,4,687,6,1,3
Paid,0,30,Female,Post Graduate,Unmarried,Nampally,TELANGANA,25-35,5,668,4,1,2
Paid,0,36,Male,Graduate,Married,Chinthakommadinne,ANDHRA PRADESH,>35,4,591,8,3,2
Paid,0,32,Male,Graduate,Married,Tirumalagiri,TELANGANA,25-35,5,787,2,1,3
Paid,0,30,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,4,614,4,3,1
Paid,0,25,Female,Post Graduate,Unmarried,Balanagar,TELANGANA,25-35,4,749,5,2,1
Paid,0,40,Male,Post Graduate,Married,Jabalpur,MADHYA PRADESH,>35,6,788,8,4,1
Paid,0,33,Male,Post Graduate,Married,Coimbatore,Tamil Nadu,25-35,6,646,4,5,2
Paid,0,26,Male,Self Employed,Unmarried,Mysore,KARNATAKA,25-35,4,620,2,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,720,1,3,3
Paid,0,31,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,3,575,2,5,3
Paid,0,26,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,604,2,5,2
Pending Payment,1,24,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,4,544,7,3,3
Paid,0,31,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,6,742,6,3,2
Pending Payment,1,28,Male,Self Employed,Married,Tirumalagiri,TELANGANA,25-35,4,549,8,4,4
Paid,0,27,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,5,559,1,3,1
Paid,0,26,Male,10th-12th,Unmarried,Surat City,GUJARAT,25-35,4,588,5,2,1
Paid,0,28,Male,Post Graduate,Unmarried,Sanand,GUJARAT,25-35,6,643,2,3,1
Pending Payment,1,36,Female,Post Graduate,Married,Aurangabad,Maharashtra,>35,5,533,4,4,4
Paid,0,39,Male,Post Graduate,Married,Chityal,TELANGANA,>35,5,781,6,4,2
Paid,0,26,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,4,667,1,1,2
Pending Payment,1,26,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,504,1,5,4
Paid,0,30,Male,Self Employed,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,793,4,4,3
Pending Payment,1,27,Male,Self Employed,Unmarried,Chengalpattu,TAMIL NADU,25-35,4,548,2,4,3
Paid,0,35,Male,Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,4,680,6,2,3
Paid,0,29,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,5,708,7,5,2
Paid,0,27,Male,Self Employed,Unmarried,Rajkot,GUJARAT,25-35,4,761,8,2,3
Pending Payment,1,28,Male,Graduate,Married,Asansol MC,WEST BENGAL,25-35,4,511,6,5,4
Pending Payment,1,24,Male,Self Employed,Married,Pune City,MAHARASHTRA,<25,3,580,6,1,3
Paid,0,39,Male,Graduate,Married,Dewas,MADHYA PRADESH,>35,4,795,4,1,1
Pending Payment,1,27,Male,Self Employed,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,600,6,4,5
Paid,0,32,Male,Self Employed,Married,Bangalore South,KARNATAKA,25-35,5,678,7,4,1
Paid,0,30,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,668,4,2,2
Paid,0,24,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,4,638,6,2,2
Paid,0,28,Male,Self Employed,Unmarried,Baripada,ODISHA,25-35,4,728,3,2,1
Paid,0,39,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,>35,4,745,2,3,2
Paid,0,33,Male,Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,5,700,6,2,2
Paid,0,36,Male,10th-12th,Married,Kamptee,MAHARASHTRA,>35,5,571,6,4,3
Paid,0,25,Male,Graduate,Unmarried,NA,MAHARASHTRA,25-35,4,689,7,1,1
Paid,0,29,Male,Self Employed,Unmarried,Amberpet,TELANGANA,25-35,4,554,3,4,2
Paid,0,29,Male,Self Employed,Unmarried,Girwa,RAJASTHAN,25-35,5,796,3,2,1
Paid,0,29,Male,Graduate,Married,Gird,MADHYA PRADESH,25-35,5,588,8,5,3
Pending Payment,1,34,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,547,7,3,4
Paid,0,25,Male,Self Employed,Unmarried,NA,CHATTISGARH,25-35,4,752,1,1,3
Pending Payment,1,30,Male,Graduate,Married,NA,HARYANA,25-35,4,564,2,1,5
Paid,0,29,Male,Self Employed,Unmarried,Dehradun,UTTARAKHAND,25-35,4,676,7,1,2
Paid,0,27,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,25-35,4,592,5,2,2
Pending Payment,1,34,Male,Post Graduate,Married,Ambattur,TAMIL NADU,25-35,3,634,7,2,5
Paid,0,30,Male,Post Graduate,Unmarried,Hardwar,UTTARAKHAND,25-35,5,703,3,4,1
Paid,0,34,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,695,4,1,1
Paid,0,36,Male,Self Employed,Married,Guntur,ANDHRA PRADESH,>35,4,618,2,1,2
Paid,0,22,Male,Post Graduate,Unmarried,Chorasi,GUJARAT,<25,5,798,3,4,1
Paid,0,29,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,707,5,3,1
Paid,0,31,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,4,559,2,4,3
Pending Payment,1,35,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,541,7,1,4
Paid,0,23,Male,Post Graduate,Unmarried,Ramachandrapuram,TELANGANA,<25,4,630,2,4,1
Paid,0,23,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,<25,4,753,1,4,1
Paid,0,27,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,25-35,6,606,8,5,2
Paid,0,27,Male,Post Graduate,Unmarried,Sundargarh,ODISHA,25-35,4,730,7,5,1
Paid,0,27,Male,Graduate,Married,Kozhikode,KERALA,25-35,4,557,8,2,3
Paid,0,39,Male,Post Graduate,Married,Noida,UTTAR PRADESH,>35,4,726,6,1,1
Paid,0,38,Male,Post Graduate,Unmarried,Nagpur,Maharashtra,>35,5,582,7,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Bathalapalli,ANDHRA PRADESH,25-35,5,695,5,5,1
Paid,0,26,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,761,7,1,2
Paid,0,30,Male,Graduate,Married,Balanagar,TELANGANA,25-35,4,684,2,2,2
Paid,0,27,Male,Post Graduate,Unmarried,Perambur Purasawalkam,TAMIL NADU,25-35,4,717,2,5,1
Paid,0,29,Male,Self Employed,Unmarried,Saroornagar,TELANGANA,25-35,6,694,8,1,3
Paid,0,26,Male,Post Graduate,Unmarried,Dadri,UTTAR PRADESH,25-35,4,699,3,1,3
Paid,0,24,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,<25,4,590,4,5,3
Paid,0,37,Male,Post Graduate,Married,Koraput,ODISHA,>35,6,734,5,1,3
Pending Payment,1,36,Male,Graduate,Married,Latur,MAHARASHTRA,>35,4,633,5,4,5
Paid,0,31,Male,Post Graduate,Unmarried,Adilabad,TELANGANA,25-35,4,586,8,2,3
Paid,0,31,Male,Post Graduate,Married,Dhampur,UTTAR PRADESH,25-35,4,573,6,5,2
Paid,0,31,Male,Graduate,Unmarried,Charminar,TELANGANA,25-35,4,671,8,4,3
Paid,0,27,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,594,4,3,2
Paid,0,23,Male,Graduate,Unmarried,Guntur,ANDHRA PRADESH,<25,4,675,5,1,3
Paid,0,28,Male,Post Graduate,Married,tirupur,TAMIL NADU,25-35,4,587,8,3,3
Paid,0,35,Male,Post Graduate,Unmarried,Pattukottai,TAMIL NADU,25-35,4,582,4,3,1
Paid,0,28,Male,10th-12th,Unmarried,Ludhiana,PUNJAB,25-35,4,761,5,1,2
Pending Payment,1,32,Male,Graduate,Married,Vadakara,KERALA,25-35,4,558,1,1,5
Pending Payment,1,23,Male,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,<25,4,545,2,4,5
Paid,0,29,Male,Self Employed,Unmarried,Chalisgaon,MAHARASHTRA,25-35,4,791,6,3,2
Pending Payment,1,32,Male,Post Graduate,Married,Bangalore South,KARNATAKA,25-35,5,616,6,1,4
Pending Payment,1,29,Male,Self Employed,Unmarried,Durg,CHATTISGARH,25-35,6,522,7,1,5
Paid,0,30,Female,Post Graduate,Married,Bhubaneswar,ODISHA,25-35,4,623,1,2,3
Paid,0,28,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,709,8,3,3
Paid,0,30,Male,Graduate,Married,Olpad,GUJARAT,25-35,4,642,5,2,3
Paid,0,24,Female,Post Graduate,Unmarried,Kolkata,WEST BENGAL,<25,4,741,2,3,2
Paid,0,33,Male,Post Graduate,Married,NA,HARYANA,25-35,5,800,6,3,3
Paid,0,23,Male,Post Graduate,Unmarried,Bathinda,PUNJAB,<25,5,644,8,4,2
Paid,0,29,Male,Post Graduate,Married,Pune City,MAHARASHTRA,25-35,4,657,5,5,3
Paid,0,37,Male,Self Employed,Married,Udamalpet,TAMIL NADU,>35,5,610,5,5,3
Paid,0,34,Male,Self Employed,Unmarried,Hayathnagar,TELANGANA,25-35,6,693,7,3,3
Paid,0,32,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,765,3,3,1
Paid,0,36,Male,Post Graduate,Married,Hyderabad,Telangana,>35,5,688,3,1,3
Pending Payment,1,25,Male,Post Graduate,Unmarried,Secunderabad,TELANGANA,25-35,4,588,7,3,4
Paid,0,31,Male,Post Graduate,Married,Venkatagiri,ANDHRA PRADESH,25-35,4,699,4,3,1
Paid,0,28,Male,Graduate,Unmarried,Panvel,MAHARASHTRA,25-35,4,717,5,3,3
Paid,0,27,Male,Post Graduate,Unmarried,Kothamangalam,KERALA,25-35,5,800,7,4,3
Paid,0,35,Male,Graduate,Unmarried,Kangayam,TAMIL NADU,25-35,4,724,2,4,3
Paid,0,29,Male,Self Employed,Married,Jaipur,RAJASTHAN,25-35,4,631,1,1,2
Pending Payment,1,22,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,4,503,6,2,3
Paid,0,24,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,<25,3,671,6,5,2
Paid,0,24,Male,Post Graduate,Unmarried,Kochi,KERALA,<25,4,566,8,1,3
Paid,0,27,Male,Post Graduate,Unmarried,Nelamangala,KARNATAKA,25-35,4,555,8,5,2
Paid,0,28,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,25-35,4,642,7,1,2
Paid,0,23,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,<25,4,555,7,2,3
Pending Payment,1,32,Male,Post Graduate,Unmarried,Indore,Madhya Pradesh,25-35,4,549,7,1,5
Paid,0,32,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,6,761,8,2,3
Paid,0,35,Male,Post Graduate,Married,Gird,MADHYA PRADESH,25-35,4,703,7,1,3
Paid,0,23,Male,Graduate,Married,Hyd,TELANGANA,<25,4,624,1,1,3
Paid,0,31,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,5,741,3,3,2
Paid,0,31,Male,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,598,4,3,1
Paid,0,29,Male,Post Graduate,Married,Bareilly,UTTAR PRADESH,25-35,5,626,3,2,3
Paid,0,27,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,5,723,6,3,1
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,692,2,2,3
Paid,0,30,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,797,1,5,3
Pending Payment,1,30,Male,Post Graduate,Unmarried,Ameerpet,TELANGANA,25-35,4,522,1,2,3
Paid,0,28,Male,Post Graduate,Married,Phagwara,PUNJAB,25-35,5,664,2,4,2
Paid,0,26,Male,Post Graduate,Unmarried,Tirupathur,TAMIL NADU,25-35,5,573,6,4,1
Pending Payment,1,32,Male,Graduate,Married,NA,MAHARASHTRA,25-35,4,505,7,3,3
Paid,0,27,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,25-35,4,660,1,3,3
Paid,0,32,Male,Post Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,4,645,3,3,3
Paid,0,38,Male,Self Employed,Unmarried,Kolkata,WEST BENGAL,>35,5,637,5,5,3
Paid,0,25,Male,Post Graduate,Unmarried,Ambattur,TAMIL NADU,25-35,6,567,6,5,3
Paid,0,40,Male,Post Graduate,Married,Surat,Gujarat,>35,5,774,2,1,2
Paid,0,34,Male,NA,Unmarried,Dholpur,RAJASTHAN,25-35,4,723,7,5,2
Paid,0,34,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,662,2,4,2
Pending Payment,1,30,Male,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,4,548,8,2,5
Paid,0,34,Male,Post Graduate,Unmarried,Saidapet,TAMIL NADU,25-35,5,593,8,3,1
Paid,0,31,Male,Self Employed,Unmarried,Ongole,ANDHRA PRADESH,25-35,5,752,1,4,3
Paid,0,35,Male,Post Graduate,Married,Varanasi,UTTAR PRADESH,25-35,5,794,7,1,2
Paid,0,27,Male,Post Graduate,Unmarried,Nagda,MADHYA PRADESH,25-35,4,650,2,5,3
Paid,0,31,Male,Post Graduate,Married,Nashik,MAHARASHTRA,25-35,4,598,5,5,2
Paid,0,32,Male,Graduate,Married,Bhiwandi,MAHARASHTRA,25-35,5,550,4,5,2
Paid,0,26,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,743,3,3,2
Paid,0,33,Male,Self Employed,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,5,567,7,4,1
Pending Payment,1,29,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,5,565,8,4,5
Paid,0,30,Male,Post Graduate,Married,Golconda,TELANGANA,25-35,4,763,7,5,1
Paid,0,37,Male,Post Graduate,Married,Miryalguda,TELANGANA,>35,4,661,2,1,1
Paid,0,28,Male,Post Graduate,Married,Coimbatore North,TAMIL NADU,25-35,5,689,4,4,1
Paid,0,29,Male,Self Employed,Married,NA,HARYANA,25-35,6,702,1,1,3
Paid,0,32,Male,Graduate,Married,Hyd,TELANGANA,25-35,4,552,5,3,3
Paid,0,33,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,5,666,4,5,2
Pending Payment,1,29,Male,Post Graduate,Unmarried,Ponneri,TAMIL NADU,25-35,4,604,2,2,4
Paid,0,29,Male,Post Graduate,Unmarried,Amravati,MAHARASHTRA,25-35,5,558,8,3,1
Paid,0,32,Male,Post Graduate,Married,Serilingampally,TELANGANA,25-35,5,702,2,5,2
Pending Payment,1,29,Male,Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,4,556,1,2,5
Pending Payment,1,24,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,<25,5,640,1,2,4
Paid,0,31,Male,Post Graduate,Married,Secunderabad,TELANGANA,25-35,4,704,2,2,3
Paid,0,37,Male,Graduate,Married,Viramgam,GUJARAT,>35,4,575,3,5,1
Paid,0,31,Male,Graduate,Married,Mysore,KARNATAKA,25-35,6,571,2,5,2
Paid,0,26,Male,Post Graduate,Unmarried,Shirur,MAHARASHTRA,25-35,4,613,4,2,2
Paid,0,28,Male,Self Employed,Married,Nampally,TELANGANA,25-35,4,578,2,3,3
Paid,0,38,Male,Graduate,Unmarried,Surat City,GUJARAT,>35,4,632,4,1,3
Paid,0,24,Male,Post Graduate,Unmarried,Gandhi Nagar,GUJARAT,<25,6,639,1,1,1
Paid,0,23,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,<25,5,638,2,1,3
Pending Payment,1,25,Male,Self Employed,Unmarried,Rajkot,GUJARAT,25-35,5,635,8,4,3
